PLAYER,TEAM,GM,MIN,5i,PTS,3PM,3PA,3P%,2PM,2PA,2P%,FTM,FTA,FT%,DREB,OREB,TREB,AS,ST,TO,BL,BA,DU,FR,FA,+/-,VAL
Alberto Abalde,RMB,15.0,203.53,5.0,64.0,7.0,29.0,24.1,17.0,29.0,58.6,9.0,10.0,90.0,24.0,7.0,31.0,12.0,5.0,16.0,0.0,1.0,0.0,18.0,15.0,26.0,57.0
Rudy Fernández,RMB,6.0,73.27,0.0,44.0,12.0,24.0,50.0,4.0,5.0,80.0,0.0,0.0,0.0,5.0,1.0,6.0,4.0,1.0,7.0,1.0,1.0,0.0,5.0,1.0,13.0,31.0
Eli John Ndiaye,RMB,13.0,99.04,0.0,24.0,2.0,11.0,18.2,7.0,15.0,46.7,4.0,5.0,80.0,19.0,5.0,24.0,4.0,3.0,3.0,5.0,1.0,1.0,16.0,8.0,3.0,30.0
Hugo González,RMB,3.0,6.15,0.0,6.0,0.0,0.0,0.0,1.0,1.0,100.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,8.0
Ethan Happ,BRE,23.0,529.56,19.0,293.0,0.0,0.0,0.0,127.0,217.0,58.5,39.0,69.0,56.5,114.0,67.0,181.0,60.0,38.0,46.0,13.0,10.0,23.0,66.0,64.0,12.0,407.0
Scott  Bamforth,BRE,22.0,592.2,21.0,277.0,45.0,115.0,39.1,55.0,112.0,49.1,32.0,43.0,74.4,40.0,14.0,54.0,41.0,16.0,29.0,0.0,7.0,0.0,49.0,57.0,28.0,222.0
Nemanja Nenadic,BRE,23.0,453.38,3.0,196.0,12.0,67.0,17.9,59.0,107.0,55.1,42.0,57.0,73.7,67.0,29.0,96.0,39.0,10.0,24.0,1.0,10.0,3.0,44.0,64.0,-53.0,210.0
Toni  Nakic,BRE,22.0,538.37,15.0,194.0,37.0,87.0,42.5,27.0,51.0,52.9,29.0,37.0,78.4,52.0,14.0,66.0,33.0,17.0,20.0,5.0,4.0,1.0,45.0,38.0,30.0,202.0
Sergi García,BRE,22.0,421.41,1.0,151.0,26.0,79.0,32.9,24.0,46.0,52.2,25.0,35.0,71.4,47.0,13.0,60.0,48.0,21.0,27.0,3.0,3.0,2.0,24.0,44.0,9.0,188.0
Justus Hollatz,BRE,23.0,514.31,22.0,152.0,11.0,51.0,21.6,47.0,90.0,52.2,25.0,32.0,78.1,39.0,8.0,47.0,77.0,24.0,41.0,6.0,7.0,9.0,60.0,29.0,-21.0,137.0
Víctor Arteaga,BRE,21.0,208.22,1.0,110.0,0.0,0.0,0.0,50.0,72.0,69.4,10.0,15.0,66.7,26.0,20.0,46.0,5.0,2.0,12.0,10.0,0.0,10.0,31.0,18.0,17.0,121.0
Marko Lukovic,BRE,19.0,377.4,8.0,134.0,13.0,48.0,27.1,36.0,91.0,39.6,23.0,44.0,52.3,49.0,21.0,70.0,22.0,9.0,18.0,1.0,8.0,2.0,24.0,45.0,-33.0,120.0
Stefan  Momirov,BRE,23.0,477.31,22.0,131.0,33.0,90.0,36.7,11.0,25.0,44.0,10.0,15.0,66.7,36.0,19.0,55.0,16.0,13.0,11.0,0.0,3.0,0.0,34.0,17.0,-20.0,108.0
Luka  Brajkovic,BRE,22.0,201.13,3.0,81.0,1.0,11.0,9.1,33.0,52.0,63.5,12.0,17.0,70.6,17.0,19.0,36.0,7.0,6.0,10.0,8.0,3.0,7.0,37.0,22.0,-52.0,76.0
Sergi Quintela,BRE,16.0,268.27,0.0,88.0,7.0,20.0,35.0,21.0,51.0,41.2,25.0,32.0,78.1,25.0,3.0,28.0,18.0,12.0,19.0,0.0,4.0,0.0,38.0,34.0,5.0,69.0
Erik Quintela,BRE,9.0,60.5,0.0,7.0,1.0,6.0,16.7,2.0,9.0,22.2,0.0,2.0,0.0,8.0,1.0,9.0,7.0,6.0,7.0,0.0,0.0,0.0,15.0,2.0,-19.0,-5.0
Jonathan Kasibabu,BRE,5.0,30.14,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,50.0,4.0,2.0,6.0,1.0,1.0,3.0,1.0,1.0,0.0,7.0,5.0,-8.0,-1.0
Ludde Hakanson,SBB,21.0,539.46,19.0,269.0,34.0,93.0,36.6,54.0,115.0,47.0,59.0,65.0,90.8,45.0,6.0,51.0,98.0,20.0,36.0,1.0,9.0,0.0,40.0,68.0,-26.0,296.0
Jeff Withey,SBB,20.0,400.08,18.0,181.0,7.0,15.0,46.7,57.0,123.0,46.3,46.0,58.0,79.3,87.0,49.0,136.0,23.0,13.0,29.0,26.0,12.0,15.0,51.0,49.0,87.0,250.0
Adam Smith,SBB,23.0,617.22,21.0,307.0,48.0,122.0,39.3,65.0,148.0,43.9,33.0,39.0,84.6,39.0,9.0,48.0,68.0,24.0,38.0,0.0,18.0,0.0,49.0,50.0,-6.0,229.0
Michale Kyser,SBB,23.0,451.13,5.0,175.0,4.0,14.0,28.6,69.0,126.0,54.8,25.0,34.0,73.5,45.0,35.0,80.0,21.0,5.0,24.0,29.0,3.0,26.0,41.0,40.0,-157.0,206.0
Emir Sulejmanovic,SBB,23.0,469.1,12.0,163.0,14.0,47.0,29.8,52.0,89.0,58.4,17.0,29.0,58.6,84.0,42.0,126.0,23.0,18.0,34.0,4.0,4.0,9.0,61.0,37.0,-76.0,190.0
Denzel Andersson,SBB,21.0,374.04,10.0,108.0,16.0,59.0,27.1,13.0,17.0,76.5,34.0,48.0,70.8,53.0,13.0,66.0,12.0,11.0,9.0,9.0,5.0,5.0,27.0,38.0,13.0,142.0
Álex Reyes,SBB,23.0,425.17,1.0,148.0,23.0,67.0,34.3,28.0,58.0,48.3,23.0,26.0,88.5,54.0,18.0,72.0,14.0,14.0,21.0,1.0,2.0,5.0,33.0,22.0,-37.0,138.0
Francis Alonso,SBB,23.0,360.11,2.0,145.0,15.0,51.0,29.4,28.0,61.0,45.9,44.0,53.0,83.0,21.0,14.0,35.0,17.0,15.0,33.0,0.0,4.0,0.0,43.0,70.0,-97.0,124.0
Xavi Rabaseda,SBB,23.0,476.57,22.0,110.0,10.0,35.0,28.6,31.0,64.0,48.4,18.0,33.0,54.5,50.0,20.0,70.0,22.0,27.0,24.0,6.0,4.0,11.0,55.0,26.0,-31.0,105.0
Nikola Radicevic,SBB,17.0,257.0,4.0,84.0,12.0,40.0,30.0,17.0,38.0,44.7,14.0,22.0,63.6,20.0,3.0,23.0,42.0,8.0,23.0,0.0,2.0,0.0,30.0,30.0,-24.0,75.0
Ignacio Rosa,SBB,15.0,86.38,1.0,25.0,5.0,16.0,31.3,4.0,12.0,33.3,2.0,2.0,100.0,9.0,7.0,16.0,1.0,2.0,1.0,1.0,3.0,0.0,7.0,3.0,-8.0,18.0
Georgios   Tsalmpouris,SBB,3.0,51.37,0.0,17.0,2.0,8.0,25.0,4.0,7.0,57.1,3.0,3.0,100.0,6.0,2.0,8.0,2.0,5.0,3.0,1.0,0.0,0.0,9.0,5.0,-2.0,17.0
Agustín  Ubal,SBB,18.0,89.11,0.0,28.0,1.0,10.0,10.0,9.0,26.0,34.6,7.0,15.0,46.7,6.0,3.0,9.0,5.0,1.0,5.0,5.0,1.0,0.0,14.0,14.0,-6.0,8.0
Unai Barandalla,SBB,2.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Travis Trice,UCM,23.0,514.17,12.0,298.0,46.0,126.0,36.5,51.0,118.0,43.2,58.0,68.0,85.3,43.0,9.0,52.0,72.0,20.0,32.0,1.0,5.0,0.0,33.0,92.0,-42.0,308.0
Nemanja Radovic,UCM,22.0,488.23,11.0,232.0,7.0,19.0,36.8,89.0,170.0,52.4,33.0,41.0,80.5,69.0,55.0,124.0,17.0,16.0,21.0,3.0,9.0,1.0,31.0,37.0,-6.0,267.0
Thad McFadden,UCM,23.0,474.48,13.0,294.0,66.0,171.0,38.6,25.0,54.0,46.3,46.0,59.0,78.0,29.0,7.0,36.0,55.0,15.0,39.0,3.0,7.0,0.0,38.0,40.0,-7.0,212.0
James Anderson,UCM,18.0,401.56,17.0,166.0,29.0,79.0,36.7,30.0,70.0,42.9,19.0,25.0,76.0,59.0,19.0,78.0,32.0,15.0,19.0,7.0,4.0,0.0,27.0,28.0,-92.0,180.0
Artem Pustovyi,UCM,23.0,375.49,19.0,161.0,0.0,3.0,0.0,68.0,138.0,49.3,25.0,40.0,62.5,67.0,33.0,100.0,9.0,11.0,31.0,25.0,5.0,17.0,55.0,46.0,-6.0,173.0
Ilimane Diop,UCM,23.0,318.44,4.0,151.0,13.0,39.0,33.3,33.0,69.0,47.8,46.0,55.0,83.6,43.0,33.0,76.0,6.0,6.0,23.0,9.0,5.0,8.0,67.0,58.0,-50.0,140.0
Sadiel Rojas,UCM,21.0,361.03,7.0,68.0,7.0,25.0,28.0,15.0,36.0,41.7,17.0,26.0,65.4,64.0,28.0,92.0,12.0,20.0,23.0,2.0,5.0,0.0,40.0,28.0,-37.0,106.0
Tomás Bellas,UCM,23.0,448.24,11.0,70.0,10.0,50.0,20.0,13.0,21.0,61.9,14.0,18.0,77.8,33.0,7.0,40.0,53.0,15.0,20.0,0.0,1.0,0.0,63.0,41.0,-66.0,83.0
David Jelínek,UCM,22.0,301.28,2.0,109.0,18.0,65.0,27.7,16.0,38.0,42.1,23.0,28.0,82.1,26.0,1.0,27.0,17.0,6.0,9.0,1.0,2.0,0.0,35.0,22.0,-25.0,62.0
Jordan Sakho,UCM,21.0,192.22,0.0,65.0,0.0,0.0,0.0,25.0,44.0,56.8,15.0,23.0,65.2,30.0,22.0,52.0,3.0,7.0,16.0,6.0,2.0,6.0,49.0,22.0,-59.0,61.0
Jordan Davis,UCM,15.0,293.04,10.0,118.0,1.0,16.0,6.3,49.0,121.0,40.5,17.0,26.0,65.4,18.0,7.0,25.0,29.0,11.0,18.0,1.0,10.0,0.0,39.0,35.0,-67.0,56.0
Ryan Luther,UCM,18.0,288.03,8.0,64.0,10.0,45.0,22.2,12.0,28.0,42.9,10.0,13.0,76.9,38.0,23.0,61.0,11.0,6.0,11.0,3.0,3.0,4.0,39.0,14.0,-101.0,52.0
Niels Giffey,UCM,4.0,82.35,1.0,20.0,0.0,6.0,0.0,8.0,14.0,57.1,4.0,4.0,100.0,6.0,6.0,12.0,4.0,5.0,2.0,1.0,0.0,1.0,12.0,2.0,-1.0,18.0
Villiam García,UCM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rati Andronikashvili,UCM,3.0,12.02,0.0,2.0,0.0,1.0,0.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,-13.0,-3.0
Urban Klavzar,UCM,6.0,47.02,0.0,13.0,1.0,6.0,16.7,2.0,9.0,22.2,6.0,8.0,75.0,2.0,0.0,2.0,2.0,0.0,3.0,1.0,3.0,0.0,5.0,6.0,-18.0,-1.0
Kendrick Perry,UNI,23.0,481.57,10.0,257.0,22.0,91.0,24.2,62.0,103.0,60.2,67.0,86.0,77.9,44.0,4.0,48.0,80.0,27.0,23.0,2.0,9.0,4.0,65.0,85.0,113.0,273.0
Dylan Osetkowski,UNI,23.0,450.05,5.0,224.0,29.0,89.0,32.6,45.0,81.0,55.6,47.0,58.0,81.0,66.0,22.0,88.0,17.0,23.0,30.0,5.0,3.0,9.0,56.0,57.0,123.0,218.0
Alberto Díaz,UNI,23.0,459.22,13.0,115.0,19.0,68.0,27.9,18.0,38.0,47.4,22.0,27.0,81.5,36.0,11.0,47.0,83.0,24.0,24.0,1.0,2.0,0.0,47.0,73.0,65.0,196.0
David Kravish,UNI,23.0,419.22,15.0,172.0,7.0,19.0,36.8,68.0,121.0,56.2,15.0,28.0,53.6,71.0,36.0,107.0,23.0,22.0,26.0,12.0,7.0,12.0,58.0,23.0,112.0,190.0
Nihad Djedovic,UNI,19.0,388.24,13.0,175.0,22.0,59.0,37.3,41.0,70.0,58.6,27.0,36.0,75.0,46.0,14.0,60.0,26.0,18.0,22.0,3.0,5.0,0.0,26.0,25.0,95.0,179.0
Tyson Carter,UNI,22.0,417.48,12.0,226.0,35.0,94.0,37.2,49.0,92.0,53.3,23.0,27.0,85.2,22.0,5.0,27.0,40.0,15.0,22.0,3.0,11.0,9.0,31.0,34.0,90.0,175.0
Will Thomas,UNI,23.0,360.33,12.0,125.0,11.0,28.0,39.3,40.0,49.0,81.6,12.0,16.0,75.0,42.0,22.0,64.0,18.0,4.0,14.0,1.0,1.0,4.0,20.0,25.0,35.0,172.0
Darío Brizuela,UNI,19.0,301.46,2.0,193.0,18.0,58.0,31.0,56.0,88.0,63.6,27.0,34.0,79.4,22.0,6.0,28.0,39.0,13.0,24.0,0.0,1.0,2.0,38.0,37.0,82.0,168.0
Melvin Ejim,UNI,23.0,325.47,6.0,130.0,8.0,22.0,36.4,43.0,73.0,58.9,20.0,27.0,74.1,52.0,17.0,69.0,17.0,17.0,21.0,6.0,3.0,2.0,47.0,27.0,94.0,144.0
Tyler Kalinoski,UNI,22.0,432.3,11.0,186.0,46.0,105.0,43.8,20.0,47.0,42.6,8.0,13.0,61.5,34.0,24.0,58.0,30.0,18.0,27.0,2.0,3.0,0.0,50.0,16.0,70.0,139.0
Jonathan Barreiro,UNI,20.0,274.24,8.0,82.0,10.0,24.0,41.7,18.0,34.0,52.9,16.0,26.0,61.5,41.0,10.0,51.0,9.0,8.0,9.0,2.0,2.0,0.0,25.0,21.0,51.0,97.0
Augusto Lima,UNI,13.0,206.53,7.0,55.0,1.0,2.0,50.0,21.0,41.0,51.2,10.0,21.0,47.6,28.0,25.0,53.0,22.0,5.0,12.0,8.0,1.0,4.0,31.0,25.0,23.0,92.0
Yankuba Sima,UNI,8.0,117.07,1.0,38.0,0.0,1.0,0.0,16.0,26.0,61.5,6.0,16.0,37.5,21.0,7.0,28.0,10.0,5.0,5.0,5.0,1.0,6.0,16.0,17.0,-4.0,60.0
Mario Saint-Supery,UNI,4.0,13.45,0.0,5.0,0.0,3.0,0.0,1.0,2.0,50.0,3.0,4.0,75.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,-3.0,0.0
Ruben Vicente,UNI,1.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
Chris Jones,VBC,22.0,488.51,18.0,266.0,27.0,63.0,42.9,73.0,138.0,52.9,39.0,45.0,86.7,36.0,6.0,42.0,106.0,19.0,44.0,1.0,7.0,0.0,33.0,49.0,106.0,292.0
Bojan Dubljevic,VBC,21.0,448.09,19.0,202.0,28.0,75.0,37.3,38.0,74.0,51.4,42.0,50.0,84.0,89.0,41.0,130.0,30.0,14.0,34.0,6.0,10.0,0.0,35.0,59.0,30.0,271.0
Jasiel Rivero,VBC,15.0,307.34,3.0,211.0,10.0,16.0,62.5,68.0,95.0,71.6,45.0,74.0,60.8,36.0,30.0,66.0,12.0,11.0,12.0,10.0,1.0,5.0,33.0,63.0,70.0,265.0
Xabi López-Arostegui,VBC,22.0,446.17,7.0,196.0,21.0,57.0,36.8,48.0,87.0,55.2,37.0,42.0,88.1,60.0,17.0,77.0,29.0,34.0,28.0,2.0,4.0,1.0,43.0,58.0,19.0,241.0
James Webb III,VBC,15.0,293.31,10.0,154.0,29.0,71.0,40.8,28.0,41.0,68.3,11.0,14.0,78.6,62.0,19.0,81.0,5.0,12.0,14.0,6.0,3.0,6.0,30.0,21.0,57.0,174.0
Jaime Pradilla,VBC,20.0,326.43,8.0,114.0,10.0,22.0,45.5,35.0,73.0,47.9,14.0,18.0,77.8,28.0,25.0,53.0,22.0,15.0,13.0,2.0,10.0,4.0,25.0,23.0,-10.0,127.0
Klemen Prepelic,VBC,21.0,341.47,5.0,130.0,18.0,82.0,22.0,17.0,35.0,48.6,42.0,55.0,76.4,20.0,5.0,25.0,60.0,7.0,33.0,0.0,5.0,0.0,27.0,59.0,10.0,121.0
Kyle Alexander,VBC,19.0,281.44,3.0,103.0,1.0,9.0,11.1,41.0,59.0,69.5,18.0,28.0,64.3,34.0,20.0,54.0,8.0,6.0,18.0,10.0,4.0,19.0,41.0,25.0,-22.0,107.0
Jonah Radebaugh,VBC,23.0,433.09,15.0,146.0,22.0,67.0,32.8,30.0,61.0,49.2,20.0,23.0,87.0,29.0,6.0,35.0,31.0,18.0,19.0,2.0,6.0,1.0,45.0,21.0,17.0,104.0
Josep Puerto,VBC,22.0,370.23,15.0,123.0,20.0,56.0,35.7,25.0,37.0,67.6,13.0,17.0,76.5,33.0,13.0,46.0,9.0,9.0,13.0,1.0,3.0,2.0,42.0,21.0,-13.0,99.0
Jared Harper,VBC,13.0,197.28,1.0,112.0,18.0,45.0,40.0,10.0,31.0,32.3,38.0,43.0,88.4,6.0,1.0,7.0,31.0,6.0,21.0,1.0,2.0,0.0,26.0,38.0,-32.0,93.0
Víctor Claver,VBC,20.0,360.24,7.0,70.0,13.0,36.0,36.1,13.0,33.0,39.4,5.0,6.0,83.3,41.0,10.0,51.0,16.0,12.0,16.0,7.0,1.0,1.0,30.0,15.0,-20.0,80.0
Sam Van Rossom,VBC,6.0,99.59,2.0,47.0,9.0,22.0,40.9,5.0,10.0,50.0,10.0,11.0,90.9,6.0,0.0,6.0,11.0,2.0,6.0,0.0,2.0,0.0,7.0,9.0,-24.0,41.0
Shannon Evans,VBC,7.0,119.2,0.0,35.0,4.0,11.0,36.4,7.0,19.0,36.8,9.0,12.0,75.0,8.0,0.0,8.0,19.0,6.0,16.0,1.0,0.0,1.0,9.0,8.0,-42.0,30.0
Guillem Ferrando,VBC,8.0,103.18,2.0,31.0,9.0,20.0,45.0,1.0,1.0,100.0,2.0,3.0,66.7,3.0,3.0,6.0,15.0,4.0,11.0,0.0,0.0,0.0,21.0,3.0,28.0,15.0
Martin Hermannsson,VBC,2.0,26.29,0.0,5.0,1.0,2.0,50.0,0.0,2.0,0.0,2.0,2.0,100.0,2.0,0.0,2.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,-4.0,11.0
Millán Jiménez,VBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio De Larrea ,VBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Marí,VBC,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-3.0
Gonzalo Bressan,VBC,1.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.0,-2.0
